COMBUSTÍVEL,ANO,REGIÃO,ESTADO,UNIDADE,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,TOTAL
QUEROSENE DE AVIAÇÃO (m3),2022,REGIÃO NORTE,AMAPÁ,m3,442.511,299.069,335.881,204.663,257.602,257.69,413.6,360.901,379.666,400.365,362.457,483.655,4198.06
QUEROSENE DE AVIAÇÃO (m3),2022,REGIÃO NORTE,PARÁ,m3,10512.215,8587.186,9086.805,8350.175,9340.432,9752.063,11060.816,9941.621,9597.982,10189.641,9192.483,10813.907,116425.326
QUEROSENE DE AVIAÇÃO (m3),2022,REGIÃO NORTE,RORAIMA,m3,866.748,851.713,795.987,617.496,696.076,664.143,565.45,646.339,744.399,10624.433,724.971,815.69,18613.445
QUEROSENE DE AVIAÇÃO (m3),2022,REGIÃO NORTE,AMAZONAS,m3,11438.424,9749.499,9968.826,9055.315,9480.016,9900.793,11230.636,10943.261,11010.865,11607.927,10758.709,11065.267,126209.538
QUEROSENE DE AVIAÇÃO (m3),2022,REGIÃO NORTE,ACRE,m3,1015.107,638.479,1221.551,726.586,671.473,595.297,656.465,690.165,841.768,801.972,691.355,835.302,9385.52
QUEROSENE DE AVIAÇÃO (m3),2022,REGIÃO NORTE,RONDÔNIA,m3,1990.209,1331.623,1325.421,1044.632,1145.954,928.868,1110.286,946.963,1067.264,1357.833,1120.539,1339.912,14709.504
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,30856.511,25268.001,30399.568,27296.105,33148.787,32928.987,32581.167,31144.164,28585.835,28628.524,28601.312,29030.334,358469.295
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO CENTRO-OESTE,GOIÁS,m3,4675.554,3618.022,5062.607,4445.114,5520.597,5198.15,5484.76,5195.437,4832.21,4425.968,4751.591,5216.002,58426.012
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,8425.368,5493.537,8138.44,6686.948,4876.737,4259.915,3362.262,4439.039,3823.76,4808.286,6309.412,7273.158,67896.862
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,2563.777,1683.879,1716.884,1466.078,1373.874,1306.598,1705.106,2255.965,1328.679,1593.396,1955.007,2322.7,21271.943
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO SUL,RIO GRANDE DO SUL,m3,11295.099,7913.642,9615.49,8460.712,8248.437,7832.245,8078.237,10937.308,8241.832,9613.672,10509.159,9881.837,110627.67
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO SUL,SANTA CATARINA,m3,7601.841,5308.779,5064.655,5009.699,4914.959,4323.162,4636.021,5181.491,4680.532,5163.294,5299.9,6491.43,63675.763
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO SUL,PARANÁ,m3,8182.206,6387.854,6623.119,6029.96,6304.185,5666.129,6100.167,8422.495,7487.694,8002.906,8536.948,9061.167,86804.83
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO SUDESTE,SÃO PAULO,m3,346627.055,285914.855,320757.526,265813.516,319009.789,316944.545,344257.338,295235.954,326837.452,327827.813,318193.726,330842.064,3798261.633
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO SUDESTE,RIO DE JANEIRO,m3,60145.389,51478.435,57784.051,92721.319,52854.698,50508.268,56527.805,55485.786,54034.294,54626.555,60632.628,65449.434,712248.662
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,2696.762,2514.023,2578.678,2769.562,2551.183,2515.783,2673.238,3027.932,2609.783,2821.954,2746.229,2682.474,32187.601
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO SUDESTE,MINAS GERAIS,m3,12435.208,11079.022,11771.991,11173.696,11306.328,11094.389,12354.818,11543.847,12682.586,13489.411,14376.636,14697.302,148005.234
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO NORDESTE,BAHIA,m3,20848.563,14427.594,15772.682,14375.259,14046.225,13017.243,17294.108,16953.42,15031.754,17218.851,18577.907,21508.623,199072.229
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO NORDESTE,SERGIPE,m3,1708.101,1417.573,1879.752,1621.736,1273.205,1120.475,1147.504,1169.309,876.553,1264.795,1341.256,1538.816,16359.075
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO NORDESTE,ALAGOAS,m3,5900.94,4042.982,3867.369,3804.042,3542.778,3181.224,3774.565,3811.017,3369.715,4280.444,4479.531,5625.567,49680.174
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO NORDESTE,PERNAMBUCO,m3,21778.005,16778.1,18139.608,15315.597,16098.33,16063.292,19860.57,68585.843,17090.351,18221.818,17996.129,20119.877,266047.52
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO NORDESTE,PARAÍBA,m3,4232.575,3128.355,3264.716,3392.54,3350.836,3049.531,3260.775,3499.953,3502.429,4166.856,4011.215,4699.2,43558.981
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,7629.039,5231.641,5354.145,4829.705,5246.849,4525.29,5203.463,5342.343,4864.507,5237.111,4744.549,5685.033,63893.675
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO NORDESTE,CEARÁ,m3,19713.733,16773.048,16425.74,15226.575,16333.901,15804.875,16910.267,15925.013,14961.382,15359.447,15132.75,17321.534,195888.265
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO NORDESTE,PIAUÍ,m3,2361.449,1470.529,1707.03,1274.821,1149.86,1117.96,1745.706,1321.299,1033.068,1248.497,1529.686,2044.171,18004.076
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO NORDESTE,MARANHÃO,m3,2924.969,1909.144,2214.474,2093.198,1952.952,2306.586,2413.479,2288.106,2250.797,2334.772,2219.478,2387.156,27295.111
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO NORTE,TOCANTINS,m3,1037.638,477.632,695.238,705.424,725.716,655.924,700.72,740.647,554.519,889.814,808.747,1440.323,9432.342
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO NORTE,AMAPÁ,m3,486.542,358.254,474.428,384.451,385.382,343.537,349.84,378.165,281.105,336.897,618.126,386.418,4783.145
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO NORTE,PARÁ,m3,6400.835,4951.909,5862.445,5053.572,5382.351,5365.184,5409.093,5919.922,5230.122,6145.569,6033.896,6366.518,68121.416
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO NORTE,RORAIMA,m3,812.886,720.999,795.379,604.406,656.14,715.521,704.751,632.112,575.733,660.064,781.739,701.811,8361.541
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO NORTE,AMAZONAS,m3,7478.017,6046.063,6624.385,5677.685,5954.332,6078.667,6477.167,6659.218,6581.999,7291.835,7165.012,7603.876,79638.256
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO NORTE,ACRE,m3,727.641,682.186,753.532,662.701,666.021,755.009,771.059,648.421,677.022,690.7,762.888,863.968,8661.148
QUEROSENE DE AVIAÇÃO (m3),2023,REGIÃO NORTE,RONDÔNIA,m3,1795.108,1074.414,1309.406,1192.081,1205.372,1089.777,1317.378,1253.639,1135.416,1257.414,1231.854,1087.288,14949.147
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,28425.01,26156.118,,,,,,,,,,,54581.128
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO CENTRO-OESTE,GOIÁS,m3,4911.182,4683.927,,,,,,,,,,,9595.109
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,8833.044,8227.238,,,,,,,,,,,17060.282
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,2180.776,2368.424,,,,,,,,,,,4549.2
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO SUL,RIO GRANDE DO SUL,m3,10379.44,8800.264,,,,,,,,,,,19179.704
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO SUL,SANTA CATARINA,m3,8362.277,7094.168,,,,,,,,,,,15456.445
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO SUL,PARANÁ,m3,9325.62,8293.7,,,,,,,,,,,17619.32
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO SUDESTE,SÃO PAULO,m3,340269.29,304661.387,,,,,,,,,,,644930.677
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO SUDESTE,RIO DE JANEIRO,m3,75298.064,66040.259,,,,,,,,,,,141338.323
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,2842.284,2445.078,,,,,,,,,,,5287.362
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO SUDESTE,MINAS GERAIS,m3,13457.042,13926.091,,,,,,,,,,,27383.133
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO NORDESTE,BAHIA,m3,24142.437,19778.453,,,,,,,,,,,43920.89
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO NORDESTE,SERGIPE,m3,1571.309,995.827,,,,,,,,,,,2567.136
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO NORDESTE,ALAGOAS,m3,6783.716,5008.254,,,,,,,,,,,11791.97
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO NORDESTE,PERNAMBUCO,m3,22131.712,17783.232,,,,,,,,,,,39914.944
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO NORDESTE,PARAÍBA,m3,5814.501,4344.961,,,,,,,,,,,10159.462
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,6913.203,5421.821,,,,,,,,,,,12335.024
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO NORDESTE,CEARÁ,m3,18859.125,15978.749,,,,,,,,,,,34837.874
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO NORDESTE,PIAUÍ,m3,2421.852,1775.086,,,,,,,,,,,4196.938
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO NORDESTE,MARANHÃO,m3,2547.051,2517.999,,,,,,,,,,,5065.05
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO NORTE,TOCANTINS,m3,1289.62,1127.965,,,,,,,,,,,2417.585
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO NORTE,AMAPÁ,m3,364.438,321.313,,,,,,,,,,,685.751
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO NORTE,PARÁ,m3,6620.585,5717.92,,,,,,,,,,,12338.505
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO NORTE,RORAIMA,m3,782.71,835.651,,,,,,,,,,,1618.361
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO NORTE,AMAZONAS,m3,6976.942,6700.957,,,,,,,,,,,13677.899
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO NORTE,ACRE,m3,806.947,738.002,,,,,,,,,,,1544.949
QUEROSENE DE AVIAÇÃO (m3),2024,REGIÃO NORTE,RONDÔNIA,m3,1259.96,1169.379,,,,,,,,,,,2429.339
